case_folding,tokenized_text
aplikasi bagus keren menarik,"['aplikasi', 'bagus', 'keren', 'menarik']"
wallet kaspro sangat disayangkan tidak dapat digunakan diatas rp beda dg ovo di grab dan gopay,"['wallet', 'kaspro', 'sangat', 'disayangkan', 'tidak', 'dapat', 'digunakan', 'diatas', 'rp', 'beda', 'dg', 'ovo', 'di', 'grab', 'dan', 'gopay']"
aplikaasi kanciang,"['aplikaasi', 'kanciang']"
aplikasi food jelek mo cancel orderan saja rumitnya minta ampun tolong di perbaharui aplikasinya,"['aplikasi', 'food', 'jelek', 'mo', 'cancel', 'orderan', 'saja', 'rumitnya', 'minta', 'ampun', 'tolong', 'di', 'perbaharui', 'aplikasinya']"
gajelas cok isi saldo customer malah kaga bisa bayar non tunai,"['gajelas', 'cok', 'isi', 'saldo', 'customer', 'malah', 'kaga', 'bisa', 'bayar', 'non', 'tunai']"
tidak mengikuti aturan pemerintah,"['tidak', 'mengikuti', 'aturan', 'pemerintah']"
masa kita masih bayar parkir sendiri,"['masa', 'kita', 'masih', 'bayar', 'parkir', 'sendiri']"
bonus saya hilang,"['bonus', 'saya', 'hilang']"
maxim skrng jelek ya jmpunya lama bangetttt mending lama di jln ini mah bilangnya otw tpi masih diem di tempat lama di tempat pdhal deket dia ke sayanya hmmm,"['maxim', 'skrng', 'jelek', 'ya', 'jmpunya', 'lama', 'bangetttt', 'mending', 'lama', 'di', 'jln', 'ini', 'mah', 'bilangnya', 'otw', 'tpi', 'masih', 'diem', 'di', 'tempat', 'lama', 'di', 'tempat', 'pdhal', 'deket', 'dia', 'ke', 'sayanya', 'hmmm']"
bagus,['bagus']
tolong aplikasinya ditingkatkan lagi banyak driver mengeluh ke costumer karna terlalu banyak driver jadi orderan semakin sedikit dan bahkan orderan harus berebut dengan banyak nya driver untuk maps lebih ditingkatkan lagi agar lebih mudah mencari titik tujuan ditambah juga untuk fitur mengirim file seperti gambar dan telfon,"['tolong', 'aplikasinya', 'ditingkatkan', 'lagi', 'banyak', 'driver', 'mengeluh', 'ke', 'costumer', 'karna', 'terlalu', 'banyak', 'driver', 'jadi', 'orderan', 'semakin', 'sedikit', 'dan', 'bahkan', 'orderan', 'harus', 'berebut', 'dengan', 'banyak', 'nya', 'driver', 'untuk', 'maps', 'lebih', 'ditingkatkan', 'lagi', 'agar', 'lebih', 'mudah', 'mencari', 'titik', 'tujuan', 'ditambah', 'juga', 'untuk', 'fitur', 'mengirim', 'file', 'seperti', 'gambar', 'dan', 'telfon']"
apk ini sangat membuat kesal udh di pesan blm ada yang menerima orderan saya,"['apk', 'ini', 'sangat', 'membuat', 'kesal', 'udh', 'di', 'pesan', 'blm', 'ada', 'yang', 'menerima', 'orderan', 'saya']"
ok,['ok']
kualitas makin buruk huh order x driver gada yang jemput malah driver berantem sama istri ya malah sampek saya sebagai konsumen kena getah nya huh,"['kualitas', 'makin', 'buruk', 'huh', 'order', 'x', 'driver', 'gada', 'yang', 'jemput', 'malah', 'driver', 'berantem', 'sama', 'istri', 'ya', 'malah', 'sampek', 'saya', 'sebagai', 'konsumen', 'kena', 'getah', 'nya', 'huh']"
sangat bobrok,"['sangat', 'bobrok']"
kenapa saya ga bisa login ya ke aplikasi maxim nya permasalahannya apa ya tolong direspon,"['kenapa', 'saya', 'ga', 'bisa', 'login', 'ya', 'ke', 'aplikasi', 'maxim', 'nya', 'permasalahannya', 'apa', 'ya', 'tolong', 'direspon']"
pelayanan yg sangat buruk,"['pelayanan', 'yg', 'sangat', 'buruk']"
apk gaje komtoi rating terburuk,"['apk', 'gaje', 'komtoi', 'rating', 'terburuk']"
kasihan driver cuma dapat rb padahal kilonya jauh banget aneh ini maksim,"['kasihan', 'driver', 'cuma', 'dapat', 'rb', 'padahal', 'kilonya', 'jauh', 'banget', 'aneh', 'ini', 'maksim']"
driver nya kocakpas udah dipesan malah tidak bisa karna jauh padahal dekat saja dengan alasan bensin yang tidak kuatmacam mana inii hadehh,"['driver', 'nya', 'kocakpas', 'udah', 'dipesan', 'malah', 'tidak', 'bisa', 'karna', 'jauh', 'padahal', 'dekat', 'saja', 'dengan', 'alasan', 'bensin', 'yang', 'tidak', 'kuatmacam', 'mana', 'inii', 'hadehh']"
kode nya tidak muncul muncul sampe ga bisa daftar lagu,"['kode', 'nya', 'tidak', 'muncul', 'muncul', 'sampe', 'ga', 'bisa', 'daftar', 'lagu']"
aplikasinya ga jelas banget kemarin saya paket hemat driver tiba driver express,"['aplikasinya', 'ga', 'jelas', 'banget', 'kemarin', 'saya', 'paket', 'hemat', 'driver', 'tiba', 'driver', 'express']"
kalau rutemedannya agak rusak gak mau di ambil orderannya padahal tdk terlalu bnyak org yg di muat,"['kalau', 'rutemedannya', 'agak', 'rusak', 'gak', 'mau', 'di', 'ambil', 'orderannya', 'padahal', 'tdk', 'terlalu', 'bnyak', 'org', 'yg', 'di', 'muat']"
aplikasi taik hilang akun pemesanan saya mau masuk lagi enggak bisa anjir,"['aplikasi', 'taik', 'hilang', 'akun', 'pemesanan', 'saya', 'mau', 'masuk', 'lagi', 'enggak', 'bisa', 'anjir']"
ketipu sama iklan yg bilang dapat k ternyata pas pesen bonusnya ga bisa ke pake,"['ketipu', 'sama', 'iklan', 'yg', 'bilang', 'dapat', 'k', 'ternyata', 'pas', 'pesen', 'bonusnya', 'ga', 'bisa', 'ke', 'pake']"
baik,['baik']
sumpah jelek banget nih aplikasi susah banget dapet mobil nya orang lagi sakit tapi driver nya nolak muli tolong tingkatin lagi pelayanan aplikasi ny,"['sumpah', 'jelek', 'banget', 'nih', 'aplikasi', 'susah', 'banget', 'dapet', 'mobil', 'nya', 'orang', 'lagi', 'sakit', 'tapi', 'driver', 'nya', 'nolak', 'muli', 'tolong', 'tingkatin', 'lagi', 'pelayanan', 'aplikasi', 'ny']"
tolong dong pihak maxim dipertegas lgi buat drivernya apalgi driver mobil agar jgn main cancel seenaknya aja saya sering bgt dicancel gt aja,"['tolong', 'dong', 'pihak', 'maxim', 'dipertegas', 'lgi', 'buat', 'drivernya', 'apalgi', 'driver', 'mobil', 'agar', 'jgn', 'main', 'cancel', 'seenaknya', 'aja', 'saya', 'sering', 'bgt', 'dicancel', 'gt', 'aja']"
cek harga tujuan diaplikasi panggil driver negosiasi ke driver non aplikasi cansel by aplikasi jalan sama driver bayar cash safe no hp drivernya besok langganan sama dia,"['cek', 'harga', 'tujuan', 'diaplikasi', 'panggil', 'driver', 'negosiasi', 'ke', 'driver', 'non', 'aplikasi', 'cansel', 'by', 'aplikasi', 'jalan', 'sama', 'driver', 'bayar', 'cash', 'safe', 'no', 'hp', 'drivernya', 'besok', 'langganan', 'sama', 'dia']"
kaspro gabisa dipake terus ga bisa di ambil lagi gimna sih terus ngendap aja di aplikasi saldo nya,"['kaspro', 'gabisa', 'dipake', 'terus', 'ga', 'bisa', 'di', 'ambil', 'lagi', 'gimna', 'sih', 'terus', 'ngendap', 'aja', 'di', 'aplikasi', 'saldo', 'nya']"
saya pesan ojek maxim lalu drivernya bilang dia sedang makan suruh saya cancel aja kalau kelamaan lalu saya cancel setelah itu drivernya malah marah dan nyalahin saya bilangin saya kalau maxim bukan supir pribadi saya lah kalau pesen jangan mepet waktu lah dll padahal driver sendiri yang salah kenapa minta ambil orderan saya kalau dia sedang makan dan dia tidak punya hak mengatur saya sebagai customer tentang kapan saya harus pesan ojek maxim,"['saya', 'pesan', 'ojek', 'maxim', 'lalu', 'drivernya', 'bilang', 'dia', 'sedang', 'makan', 'suruh', 'saya', 'cancel', 'aja', 'kalau', 'kelamaan', 'lalu', 'saya', 'cancel', 'setelah', 'itu', 'drivernya', 'malah', 'marah', 'dan', 'nyalahin', 'saya', 'bilangin', 'saya', 'kalau', 'maxim', 'bukan', 'supir', 'pribadi', 'saya', 'lah', 'kalau', 'pesen', 'jangan', 'mepet', 'waktu', 'lah', 'dll', 'padahal', 'driver', 'sendiri', 'yang', 'salah', 'kenapa', 'minta', 'ambil', 'orderan', 'saya', 'kalau', 'dia', 'sedang', 'makan', 'dan', 'dia', 'tidak', 'punya', 'hak', 'mengatur', 'saya', 'sebagai', 'customer', 'tentang', 'kapan', 'saya', 'harus', 'pesan', 'ojek', 'maxim']"
jelek kecewa dengan drivernya gak ada etika sopan santun nya,"['jelek', 'kecewa', 'dengan', 'drivernya', 'gak', 'ada', 'etika', 'sopan', 'santun', 'nya']"
tolong para delivery siapkan uang untuk kita bisa talangan barang soalnya sudah lama saya pakai aplikasi ini bukannya memberi fitur baru mereka malah menolak untuk kami yang suka talangi barang fitur delivery yang harusnya buat talangan barang jadi fitur biasa kalau saya pesan mobil nda apa ini kan namanya juga delivery harusnya siapkan uang buat kita bisa talangi bukannya kita menipu tapi usahakan adalah masa iya saya pesan terus si driver suruh saya ganti metode pembayaran transfer,"['tolong', 'para', 'delivery', 'siapkan', 'uang', 'untuk', 'kita', 'bisa', 'talangan', 'barang', 'soalnya', 'sudah', 'lama', 'saya', 'pakai', 'aplikasi', 'ini', 'bukannya', 'memberi', 'fitur', 'baru', 'mereka', 'malah', 'menolak', 'untuk', 'kami', 'yang', 'suka', 'talangi', 'barang', 'fitur', 'delivery', 'yang', 'harusnya', 'buat', 'talangan', 'barang', 'jadi', 'fitur', 'biasa', 'kalau', 'saya', 'pesan', 'mobil', 'nda', 'apa', 'ini', 'kan', 'namanya', 'juga', 'delivery', 'harusnya', 'siapkan', 'uang', 'buat', 'kita', 'bisa', 'talangi', 'bukannya', 'kita', 'menipu', 'tapi', 'usahakan', 'adalah', 'masa', 'iya', 'saya', 'pesan', 'terus', 'si', 'driver', 'suruh', 'saya', 'ganti', 'metode', 'pembayaran', 'transfer']"
tidak bisa login otp tidak muncul bintang satu,"['tidak', 'bisa', 'login', 'otp', 'tidak', 'muncul', 'bintang', 'satu']"
tidak bisa login bintang satu,"['tidak', 'bisa', 'login', 'bintang', 'satu']"
harganya berubah rubah,"['harganya', 'berubah', 'rubah']"
,[]
sangat baik,"['sangat', 'baik']"
susah dapat driver,"['susah', 'dapat', 'driver']"
kurangin tuh driver yang alesannya ban bocor lah lagi makan lah ini lah lucu aja kalau orderan masuk itu langsung chat maaf cancel aja ban lagi bocor itu bukan driver sering dapet driver kaya gitu enek lama lama sama alesan driver maxim sumpah kalau emang gak cocok sama harga coba lah alesan nya bilang aja gak usah alesan ban bocor lah lagi makan lah ini lahh giliran di bales yaudah syaa tunggu malah kalang kabut suruh batalin lucu aja gtu sama ini driver cuma drver ini doang yg kygt,"['kurangin', 'tuh', 'driver', 'yang', 'alesannya', 'ban', 'bocor', 'lah', 'lagi', 'makan', 'lah', 'ini', 'lah', 'lucu', 'aja', 'kalau', 'orderan', 'masuk', 'itu', 'langsung', 'chat', 'maaf', 'cancel', 'aja', 'ban', 'lagi', 'bocor', 'itu', 'bukan', 'driver', 'sering', 'dapet', 'driver', 'kaya', 'gitu', 'enek', 'lama', 'lama', 'sama', 'alesan', 'driver', 'maxim', 'sumpah', 'kalau', 'emang', 'gak', 'cocok', 'sama', 'harga', 'coba', 'lah', 'alesan', 'nya', 'bilang', 'aja', 'gak', 'usah', 'alesan', 'ban', 'bocor', 'lah', 'lagi', 'makan', 'lah', 'ini', 'lahh', 'giliran', 'di', 'bales', 'yaudah', 'syaa', 'tunggu', 'malah', 'kalang', 'kabut', 'suruh', 'batalin', 'lucu', 'aja', 'gtu', 'sama', 'ini', 'driver', 'cuma', 'drver', 'ini', 'doang', 'yg', 'kygt']"
wwewaa eead ada e gc asaaaawrrazsw www es a,"['wwewaa', 'eead', 'ada', 'e', 'gc', 'asaaaawrrazsw', 'www', 'es', 'a']"
aplikasi gila gabisa kirim kode via sms gw tau maksudnya biar bisa ngelacak panggilan jd harus kirim otp via telpon bagian dari curi data aplikasi ala cina bastard,"['aplikasi', 'gila', 'gabisa', 'kirim', 'kode', 'via', 'sms', 'gw', 'tau', 'maksudnya', 'biar', 'bisa', 'ngelacak', 'panggilan', 'jd', 'harus', 'kirim', 'otp', 'via', 'telpon', 'bagian', 'dari', 'curi', 'data', 'aplikasi', 'ala', 'cina', 'bastard']"
susah banget komunikasi sama driver informasi driver minim susah mau menghubungi gak ada nmr tlp driver titik lokasi kurang lengkap banyak alamat gak ada susah mau di pakai,"['susah', 'banget', 'komunikasi', 'sama', 'driver', 'informasi', 'driver', 'minim', 'susah', 'mau', 'menghubungi', 'gak', 'ada', 'nmr', 'tlp', 'driver', 'titik', 'lokasi', 'kurang', 'lengkap', 'banyak', 'alamat', 'gak', 'ada', 'susah', 'mau', 'di', 'pakai']"
terkadang yang dateng gk sesuai sama yang diaplikasi motor nya ngechat gk di bales gk tau apa apa tiba tiba kena admin kata supir mobilnya disuruh bayar lebih dari bayar yang seharusnya dasar gk becus lain kali di brifing dulu sebelum jadi maxim masa maxim gk tau jalan gk jelas aneh dasar gk guna harus sadar diri kalo udah tau customer nya gk nyaman diperbaiki bukannya makin sadar diri malah makin gk tau diri jangan iya iya aja dilakukan dibriefing lagi tuh inget,"['terkadang', 'yang', 'dateng', 'gk', 'sesuai', 'sama', 'yang', 'diaplikasi', 'motor', 'nya', 'ngechat', 'gk', 'di', 'bales', 'gk', 'tau', 'apa', 'apa', 'tiba', 'tiba', 'kena', 'admin', 'kata', 'supir', 'mobilnya', 'disuruh', 'bayar', 'lebih', 'dari', 'bayar', 'yang', 'seharusnya', 'dasar', 'gk', 'becus', 'lain', 'kali', 'di', 'brifing', 'dulu', 'sebelum', 'jadi', 'maxim', 'masa', 'maxim', 'gk', 'tau', 'jalan', 'gk', 'jelas', 'aneh', 'dasar', 'gk', 'guna', 'harus', 'sadar', 'diri', 'kalo', 'udah', 'tau', 'customer', 'nya', 'gk', 'nyaman', 'diperbaiki', 'bukannya', 'makin', 'sadar', 'diri', 'malah', 'makin', 'gk', 'tau', 'diri', 'jangan', 'iya', 'iya', 'aja', 'dilakukan', 'dibriefing', 'lagi', 'tuh', 'inget']"
kecewa sama driver maxim minta ambilkan barang malah barangnya ga nyampe mungkin di ambilnya ya parah banget,"['kecewa', 'sama', 'driver', 'maxim', 'minta', 'ambilkan', 'barang', 'malah', 'barangnya', 'ga', 'nyampe', 'mungkin', 'di', 'ambilnya', 'ya', 'parah', 'banget']"
apk gajelas gw nunggu lama pesan food shop udh hampir jam gadapat driver nya padahal saya sudah beberapa kali merestart apk maxim nya tapi sama saja apk ga guna,"['apk', 'gajelas', 'gw', 'nunggu', 'lama', 'pesan', 'food', 'shop', 'udh', 'hampir', 'jam', 'gadapat', 'driver', 'nya', 'padahal', 'saya', 'sudah', 'beberapa', 'kali', 'merestart', 'apk', 'maxim', 'nya', 'tapi', 'sama', 'saja', 'apk', 'ga', 'guna']"
drivernya mulutnya gk sopantidak beradap,"['drivernya', 'mulutnya', 'gk', 'sopantidak', 'beradap']"
klau buat argo samakan sama ojol ijo jgn maxim lbh murah mmng service motor pke air kencing dan isi bensin jgapikir pake otak ya,"['klau', 'buat', 'argo', 'samakan', 'sama', 'ojol', 'ijo', 'jgn', 'maxim', 'lbh', 'murah', 'mmng', 'service', 'motor', 'pke', 'air', 'kencing', 'dan', 'isi', 'bensin', 'jgapikir', 'pake', 'otak', 'ya']"
titik aplikasi beda dengan yg di input driver udah dikasih tau tp ngk ada pikiran buat cari di gmaps pdhal udah tau titik di aplikasi eror yg ada driver muter menit cari alamat dan akhirnya ada tambahan biaya krn dibilang nya driver sdh menunggu biarin aja allah yg balas,"['titik', 'aplikasi', 'beda', 'dengan', 'yg', 'di', 'input', 'driver', 'udah', 'dikasih', 'tau', 'tp', 'ngk', 'ada', 'pikiran', 'buat', 'cari', 'di', 'gmaps', 'pdhal', 'udah', 'tau', 'titik', 'di', 'aplikasi', 'eror', 'yg', 'ada', 'driver', 'muter', 'menit', 'cari', 'alamat', 'dan', 'akhirnya', 'ada', 'tambahan', 'biaya', 'krn', 'dibilang', 'nya', 'driver', 'sdh', 'menunggu', 'biarin', 'aja', 'allah', 'yg', 'balas']"
apk gblok bru jga di dwonload lah limit kode verifikasi setan,"['apk', 'gblok', 'bru', 'jga', 'di', 'dwonload', 'lah', 'limit', 'kode', 'verifikasi', 'setan']"
oiii maxim gua isi saldo k lewat bni tapi dompet nya malah kosong,"['oiii', 'maxim', 'gua', 'isi', 'saldo', 'k', 'lewat', 'bni', 'tapi', 'dompet', 'nya', 'malah', 'kosong']"
pelayanannya baik,"['pelayanannya', 'baik']"
kntl maps lu ga jelas janck tu driver muter kesasar ajg lu maxim buang waktu orang,"['kntl', 'maps', 'lu', 'ga', 'jelas', 'janck', 'tu', 'driver', 'muter', 'kesasar', 'ajg', 'lu', 'maxim', 'buang', 'waktu', 'orang']"
tolong banget pembayaran non tunai maximnya diperbaiki saldo nggak sinkron sama di app kaspronya sampe punya utang tertunggak karena saldo berbeda padahal sudah top up,"['tolong', 'banget', 'pembayaran', 'non', 'tunai', 'maximnya', 'diperbaiki', 'saldo', 'nggak', 'sinkron', 'sama', 'di', 'app', 'kaspronya', 'sampe', 'punya', 'utang', 'tertunggak', 'karena', 'saldo', 'berbeda', 'padahal', 'sudah', 'top', 'up']"
sampah,['sampah']
jangan sampe kalian dapet driver teguh septian dengan plat no fubv dan no tlp xx drivernya kurang ajar perkataan nya tidak sopan terhadap customer cuman karna salah titik penjemputan langsung berkata liat orderannya dong otak dipake pinter pinter lain kali padahal kl salah jemput tinggal cancel saja atau suruh customer cancel tidak perlu berkata kasar grabgojek saja tidak pernah ada yang seperti ini drivernya sangat buruk atitude sekali tolong ini mitra nya di banned saja,"['jangan', 'sampe', 'kalian', 'dapet', 'driver', 'teguh', 'septian', 'dengan', 'plat', 'no', 'fubv', 'dan', 'no', 'tlp', 'xx', 'drivernya', 'kurang', 'ajar', 'perkataan', 'nya', 'tidak', 'sopan', 'terhadap', 'customer', 'cuman', 'karna', 'salah', 'titik', 'penjemputan', 'langsung', 'berkata', 'liat', 'orderannya', 'dong', 'otak', 'dipake', 'pinter', 'pinter', 'lain', 'kali', 'padahal', 'kl', 'salah', 'jemput', 'tinggal', 'cancel', 'saja', 'atau', 'suruh', 'customer', 'cancel', 'tidak', 'perlu', 'berkata', 'kasar', 'grabgojek', 'saja', 'tidak', 'pernah', 'ada', 'yang', 'seperti', 'ini', 'drivernya', 'sangat', 'buruk', 'atitude', 'sekali', 'tolong', 'ini', 'mitra', 'nya', 'di', 'banned', 'saja']"
lama sekali mencari driver dan sering sekali dibatalkan,"['lama', 'sekali', 'mencari', 'driver', 'dan', 'sering', 'sekali', 'dibatalkan']"
kontoll makan tuh ribu ber code irit,"['kontoll', 'makan', 'tuh', 'ribu', 'ber', 'code', 'irit']"
aplikasi scam banyak hoax nya gw kasih bintang soalnya scam aplikasi jelek,"['aplikasi', 'scam', 'banyak', 'hoax', 'nya', 'gw', 'kasih', 'bintang', 'soalnya', 'scam', 'aplikasi', 'jelek']"
aplikasi scam ada orang maxim dateng ke sekolah bagi bagi saldo k pas di pake ga bisa marketing doang biar maxim rame maxim scam,"['aplikasi', 'scam', 'ada', 'orang', 'maxim', 'dateng', 'ke', 'sekolah', 'bagi', 'bagi', 'saldo', 'k', 'pas', 'di', 'pake', 'ga', 'bisa', 'marketing', 'doang', 'biar', 'maxim', 'rame', 'maxim', 'scam']"
saldonya blum cair rb kecewa berat,"['saldonya', 'blum', 'cair', 'rb', 'kecewa', 'berat']"
aplikasi tolol sms telp verifikasi number satu abad ga masuk masuk,"['aplikasi', 'tolol', 'sms', 'telp', 'verifikasi', 'number', 'satu', 'abad', 'ga', 'masuk', 'masuk']"
bgus,['bgus']
tidak bisa di batalkan nggak tau kenapa,"['tidak', 'bisa', 'di', 'batalkan', 'nggak', 'tau', 'kenapa']"
mapnya gak lengkap sering salah driver nya juga gak ramah,"['mapnya', 'gak', 'lengkap', 'sering', 'salah', 'driver', 'nya', 'juga', 'gak', 'ramah']"
notifikasi dengan keterangan akan segera tiba itu ga enak banget dipandangnya informasi nya kurang jelas ga bisa di chat sangat memperlambat waktu orderan segera diperbaiki,"['notifikasi', 'dengan', 'keterangan', 'akan', 'segera', 'tiba', 'itu', 'ga', 'enak', 'banget', 'dipandangnya', 'informasi', 'nya', 'kurang', 'jelas', 'ga', 'bisa', 'di', 'chat', 'sangat', 'memperlambat', 'waktu', 'orderan', 'segera', 'diperbaiki']"
bru pertama kali coba sangatt sangat mengecewakan dapat driver tidak sopan tidak sesuai dengan pesanan dan arahan kedepannya tolong dong cari driver yg bener seperti apk sebelah,"['bru', 'pertama', 'kali', 'coba', 'sangatt', 'sangat', 'mengecewakan', 'dapat', 'driver', 'tidak', 'sopan', 'tidak', 'sesuai', 'dengan', 'pesanan', 'dan', 'arahan', 'kedepannya', 'tolong', 'dong', 'cari', 'driver', 'yg', 'bener', 'seperti', 'apk', 'sebelah']"
ga mau pake maxim mobil lagi banyak banget keluhan selama pake maxim mobil mulai dari titik penjemputan yang berubah tiba tiba driver yang emosian harga yang tiba tiba berubah padahal pas di klik rb tapi pas sudah di titik tujuan malah berubah jadi rb ya aku yg mau berangkat ke sekolah juga kaget mana bawa uang pas pasan ga jelas banget nih maxim,"['ga', 'mau', 'pake', 'maxim', 'mobil', 'lagi', 'banyak', 'banget', 'keluhan', 'selama', 'pake', 'maxim', 'mobil', 'mulai', 'dari', 'titik', 'penjemputan', 'yang', 'berubah', 'tiba', 'tiba', 'driver', 'yang', 'emosian', 'harga', 'yang', 'tiba', 'tiba', 'berubah', 'padahal', 'pas', 'di', 'klik', 'rb', 'tapi', 'pas', 'sudah', 'di', 'titik', 'tujuan', 'malah', 'berubah', 'jadi', 'rb', 'ya', 'aku', 'yg', 'mau', 'berangkat', 'ke', 'sekolah', 'juga', 'kaget', 'mana', 'bawa', 'uang', 'pas', 'pasan', 'ga', 'jelas', 'banget', 'nih', 'maxim']"
jelek banget drivernya juga gk sopan kalo bisa diperbaiki lagi titiknya biar driver sama customer sama sama enak kalau seperti ini gk nyaman pake aplikasinya tolong di tingkatkan lagi apalagi rute perjalannya maps lebih detail dan pas sesuai alamat,"['jelek', 'banget', 'drivernya', 'juga', 'gk', 'sopan', 'kalo', 'bisa', 'diperbaiki', 'lagi', 'titiknya', 'biar', 'driver', 'sama', 'customer', 'sama', 'sama', 'enak', 'kalau', 'seperti', 'ini', 'gk', 'nyaman', 'pake', 'aplikasinya', 'tolong', 'di', 'tingkatkan', 'lagi', 'apalagi', 'rute', 'perjalannya', 'maps', 'lebih', 'detail', 'dan', 'pas', 'sesuai', 'alamat']"
